Chapter,Verse,Meaning,label,clean_teks
84,23,Padahal Allah mengetahui apa yang mereka sembunyikan (dalam hati mereka).,lainnya,padahal allah tahu apa sembunyi hati mereka
84,24,"Maka beri kabar gembiralah mereka dengan azab yang pedih,",neraka,beri kabar gembira dengan azab pedih
84,25,"tetapi orang-orang yang beriman dan beramal saleh, bagi mereka pahala yang tidak putus-putusnya.",lainnya,orang orang iman amal saleh mereka pahala tidak putus putus
85,1,"Demi langit yang mempunyai gugusan bintang,",lainnya,langit punya gugus bintang
85,2,"dan hari yang dijanjikan,",lainnya,hari janji
85,3,demi yang menyaksikan dan yang disaksikan.,hisab,yang saksi yang saksi
85,4,"Binasa dan terlaknatlah orang-orang yang membuat parit,",neraka,binasa laknat orang orang buat parit
85,5,"yang berapi (dinyalakan dengan) kayu bakar,",neraka,rap nyala kayu bakar
85,6,"ketika mereka duduk di sekitarnya,",lainnya,mereka duduk sekitar
85,7,sedang mereka menyaksikan apa yang mereka perbuat terhadap orang-orang yang beriman.,hisab,sedang saksi apa mereka buat hadap orang orang iman
85,8,"Dan mereka tidak menyiksa orang-orang mukmin itu melainkan karena orang-orang mukmin itu beriman kepada Allah Yang Maha Perkasa lagi Maha Terpuji,",lainnya,mereka siksa orang orang mukmin lain orang orang mukmin iman allah maha perkasa maha puji
85,9,Yang mempunyai kerajaan langit dan bumi; dan Allah Maha Menyaksikan segala sesuatu.,lainnya,punya raja langit bumi allah maha saksi segala
85,10,"Sesungguhnya orang-orang yang mendatangkan cobaan kepada orang-orang yang mukmin laki-laki dan perempuan kemudian mereka tidak bertaubat, maka bagi mereka azab Jahannam dan bagi mereka azab (neraka) yang membakar.",neraka,sungguh orang orang datang coba orang orang mukmin laki laki perempuan kemudian tidak taubat bagi azab jahannam bagi azab neraka bakar
85,11,Sesungguhnya orang-orang yang beriman dan mengerjakan amal-amal yang saleh bagi mereka surga yang mengalir di bawahnya sungai-sungai; itulah keberuntungan yang besar.,surga,sungguh orang orang iman kerja amal amal saleh mereka surga alir bawah sungai sungai untung besar
85,12,Sesungguhnya azab Tuhanmu benar-benar keras.,neraka,sungguh azab tuhan benar benar keras
85,13,Sesungguhnya Dialah Yang menciptakan (makhluk) dari permulaan dan menghidupkannya (kembali).,lainnya,sungguh yang cipta makhluk mula hidup
85,14,"Dialah Yang Maha Pengampun lagi Maha Pengasih,",lainnya,yang maha kam maha asih
85,15,"yang mempunyai ?Arsy, lagi Maha Mulia,",lainnya,punya arsy maha mulia
85,16,Maha Kuasa berbuat apa yang dikehendaki-Nya.,lainnya,maha kuasa buat apa hendak nya
85,17,"Sudahkah datang kepadamu berita kaum-kaum penentang,",lainnya,datang berita kaum kaum
85,18,(yaitu kaum) Fir?aun dan (kaum) Tsamud?,lainnya,kaum fir aun kaum tsamud
85,19,"Sesungguhnya orang-orang kafir selalu mendustakan,",lainnya,sungguh orang orang kafir selalu dusta
85,20,padahal Allah mengepung mereka dari belakang mereka.,lainnya,padahal allah kepung dari belakang
85,21,"Bahkan yang didustakan mereka itu ialah Al Quran yang mulia,",lainnya,bahkan dusta itu ialah al quran mulia
85,22,yang (tersimpan) dalam Lauh Mahfuzh.,lainnya,simpan lauh mahfuzh
86,1,"Demi langit dan yang datang pada malam hari,",lainnya,langit yang datang malam hari
86,2,tahukah kamu apakah yang datang pada malam hari itu?,lainnya,tahu kamu yang datang malam hari
86,3,"(yaitu) bintang yang cahayanya menembus,",lainnya,bintang cahaya tembus
86,4,tidak ada suatu jiwapun (diri) melainkan ada penjaganya.,lainnya,ada suatu jiwa diri ada jaga
86,5,Maka hendaklah manusia memperhatikan dari apakah dia diciptakan?,lainnya,hendak manusia perhati apakah cipta
86,6,"Dia diciptakan dari air yang dipancarkan,",lainnya,cipta air pancar
86,7,yang keluar dari antara tulang sulbi laki-laki dan tulang dada perempuan.,lainnya,keluar antara tulang sulbi laki laki tulang dada perempuan
86,8,Sesungguhnya Allah benar-benar kuasa untuk mengembalikannya (hidup sesudah mati).,kiamat,sungguh allah benar benar kuasa kembali hidup mati
86,9,"Pada hari dinampakkan segala rahasia,",kiamat,hari dinampakkan segala rahasia
86,10,maka sekali-kali tidak ada bagi manusia itu suatu kekuatanpun dan tidak (pula) seorang penolong.,kiamat,sekali kali ada manusia suatu kuat tidak orang
86,11,Demi langit yang mengandung hujan,lainnya,langit kandung hujan
86,12,"dan bumi yang mempunyai tumbuh-tumbuhan,",lainnya,bumi punya tumbuh tumbuh
86,13,sesungguhnya Al Quran itu benar-benar firman yang memisahkan antara yang hak dan yang bathil.,lainnya,sungguh al quran benar benar firman pisah yang hak yang bathil
86,14,dan sekali-kali bukanlah dia senda gurau.,lainnya,sekali kali bukan senda gurau
86,15,Sesungguhnya orang kafir itu merencanakan tipu daya yang jahat dengan sebenar-benarnya.,lainnya,sungguh orang kafir rencana tipu daya jahat benar benar
86,16,Dan Akupun membuat rencana (pula) dengan sebenar-benarnya.,lainnya,aku buat rencana dengan benar benar
86,17,Karena itu berilah penangguhan kepada orang-orang kafir. Berilah mereka kesempatan untuk sementara waktu.,lainnya,itu ilah tangguh orang orang kafir ilah sempat sementara waktu
87,1,"Sucikanlah nama Tuhanmu Yang Maha Tingi,",lainnya,suci nama tuhan maha tingi
87,2,"yang menciptakan, dan menyempurnakan (penciptaan-Nya),",lainnya,cipta sempurna cipta nya
87,3,"dan yang menentukan kadar (masing-masing) dan memberi petunjuk,",lainnya,yang kadar masing masing beri tunjuk
87,4,"dan yang menumbuhkan rumput-rumputan,",lainnya,yang tumbuh rumput rumput
87,5,lalu dijadikan-Nya rumput-rumput itu kering kehitam-hitaman.,lainnya,lalu jadi nya rumput rumput kering hitam hitam
87,6,"Kami akan membacakan (Al Quran) kepadamu (Muhammad) maka kamu tidak akan lupa,",lainnya,akan baca al quran muhammad kamu akan lupa
87,7,kecuali kalau Allah menghendaki. Sesungguhnya Dia mengetahui yang terang dan yang tersembunyi.,lainnya,kalau allah hendak sungguh tahu terang yang sembunyi
87,8,dan Kami akan memudahkan bagimu ke jalan yang mudah (mencapai kebahagiaan dunia dan akhirat),surga,kami mudah ke jalan mudah capai bahagia dunia akhirat
87,9,"oleh sebab itu berikanlah peringatan karena peringatan itu bermanfaat,",lainnya,sebab beri ingat ingat manfaat
87,10,"orang yang takut (kepada Allah) akan mendapat pelajaran,",lainnya,orang takut allah dapat ajar
87,11,dan orang-orang yang celaka (kafir) akan menjauhinya.,lainnya,orang orang celaka kafir jauh
87,12,(Yaitu) orang yang akan memasuki api yang besar (neraka).,neraka,orang akan pasuk api besar neraka
87,13,Kemudian dia tidak akan mati di dalamnya dan tidak (pula) hidup.,neraka,kemudian tidak mati dalam tidak hidup
87,14,"Sesungguhnya beruntunglah orang yang membersihkan diri (dengan beriman),",surga,sungguh untung orang bersih diri iman
87,15,"dan dia ingat nama Tuhannya, lalu dia sembahyang.",lainnya,ingat nama tuhan lalu dia sembahyang
87,16,Tetapi kamu (orang-orang kafir) memilih kehidupan duniawi.,lainnya,kamu orang orang kafir pilih hidup duniawi
87,17,Sedang kehidupan akhirat adalah lebih baik dan lebih kekal.,lainnya,sedang hidup akhirat lebih baik lebih kekal
87,18,"Sesungguhnya ini benar-benar terdapat dalam kitab-kitab yang dahulu,",lainnya,sungguh benar benar dalam kitab kitab dahulu
87,19,(yaitu) Kitab-kitab Ibrahim dan Musa,lainnya,kitab kitab ibrahim musa
88,1,Sudah datangkah kepadamu berita (tentang) hari pembalasan?,kiamat,datang berita hari balas
88,2,"Banyak muka pada hari itu tunduk terhina,",kiamat,banyak muka hari tunduk hina
88,3,"bekerja keras lagi kepayahan,",lainnya,kerja keras payah
88,4,"memasuki api yang sangat panas (neraka),",neraka,pasuk api sangat panas neraka
88,5,diberi minum (dengan air) dari sumber yang sangat panas.,neraka,beri minum air sumber sangat panas
88,6,"Mereka tiada memperoleh makanan selain dari pohon yang berduri,",neraka,tiada makan dari pohon dur
88,7,yang tidak menggemukkan dan tidak pula menghilangkan lapar.,neraka,tidak gemuk tidak hilang lapar
88,8,"Banyak muka pada hari itu berseri-seri,",surga,banyak muka hari seri seri
88,9,"merasa senang karena usahanya,",surga,rasa senang usaha
88,10,"dalam surga yang tinggi,",surga,surga tinggi
88,11,disana (kamu) tidak mendengar perkataan yang tidak berguna.,surga,sana kamu dengar kata tidak
88,12,Di dalamnya ada mata air yang mengalir.,surga,dalam mata air alir
88,13,"Di dalamnya ada dipan-dipan yang ditinggikan,",surga,dalam dipan dipan tinggi
88,14,"dan gelas-gelas yang terletak (di dekatnya),",surga,gelas gelas letak dekat
88,15,"dan bantal-bantal sandaran yang tersusun,",surga,bantal bantal sandar susun
88,16,dan permadani-permadani yang terhampar.,surga,permadani permadani hampar
88,17,"Maka apakah mereka tidak memperhatikan unta bagaimana dia diciptakan,",lainnya,apakah tidak perhati unta bagaimana cipta
88,18,"Dan langit, bagaimana ia ditinggikan?",lainnya,langit bagaimana tinggi
88,19,Dan gunung-gunung bagaimana ia ditegakkan?,lainnya,gunung gunung bagaimana tegak
88,20,Dan bumi bagaimana ia dihamparkan?,lainnya,bumi bagaimana hampar
88,21,"Maka berilah peringatan, karena sesungguhnya kamu (Muhammad) hanyalah orang yang memberi peringatan.",lainnya,ilah ingat sungguh kamu muhammad orang beri ingat
88,22,"Kamu bukanlah orang yang berkuasa atas mereka,",lainnya,kamu bukan orang kuasa atas
88,23,"kecuali (jika ada) orang yang berpaling dan kafir,",lainnya,jika orang paling kafir
88,24,maka Allah akan mengazabnya dengan azab yang besar.,neraka,allah azab azab besar
88,25,Sesungguhnya kepada Kami-lah mereka kembali.,kiamat,sungguh kami lah kembali
88,26,kemudian sesungguhnya kewajiban Kami-lah menghisab mereka.,hisab,kemudian sungguh wajib lah hisab
89,1,"Demi fajar,",lainnya,fajar
89,2,"dan malam yang sepuluh,",lainnya,malam puluh
89,3,"dan yang genap dan yang ganjil,",lainnya,yang genap yang ganjil
89,4,dan malam bila berlalu.,lainnya,malam bila lalu
89,5,Pada yang demikian itu terdapat sumpah (yang dapat diterima) oleh orang-orang yang berakal.,lainnya,itu sumpah dapat terima orang orang yang akal
89,6,Apakah kamu tidak memperhatikan bagaimana Tuhanmu berbuat terhadap kaum ?Aad?,lainnya,kamu perhati bagaimana tuhan buat hadap kaum aad
89,7,"(yaitu) penduduk Iram yang mempunyai bangunan-bangunan yang tinggi,",lainnya,duduk iram punya bangun bangun tinggi
89,8,"yang belum pernah dibangun (suatu kota) seperti itu, di negeri-negeri lain,",lainnya,belum pernah bangun suatu kota itu negeri negeri
89,9,"dan kaum Tsamud yang memotong batu-batu besar di lembah,",lainnya,kaum tsamud potong batu batu besar lembah
89,10,"dan kaum Fir?aun yang mempunyai pasak-pasak (tentara yang banyak),",lainnya,kaum fir aun punya pasak pasak tentara banyak
89,11,"yang berbuat sewenang-wenang dalam negeri,",lainnya,buat wenang wenang negeri
89,12,"lalu mereka berbuat banyak kerusakan dalam negeri itu,",lainnya,lalu buat banyak rusa negeri
89,13,"karena itu Tuhanmu menimpakan kepada mereka cemeti azab,",neraka,itu tuhan timpa mereka cemeti azab
89,14,sesungguhnya Tuhanmu benar-benar mengawasi.,lainnya,sungguh tuhan benar benar awas
89,15,"Adapun manusia apabila Tuhannya mengujinya lalu dia dimuliakan-Nya dan diberi-Nya kesenangan, maka dia akan berkata: ""Tuhanku telah memuliakanku"".",lainnya,adapun manusia apabila tuhan uji lalu mulia nya beri nya senang dia kata tuhan mulia
89,16,"Adapun bila Tuhannya mengujinya lalu membatasi rezekinya maka dia berkata: ""Tuhanku menghinakanku"".",lainnya,adapun bila tuhan uji lalu batas rezeki dia kata tuhan hina
89,17,"Sekali-kali tidak (demikian), sebenarnya kamu tidak memuliakan anak yatim,",lainnya,sekali kali demikian benar kamu mulia anak yatim
89,18,"dan kamu tidak saling mengajak memberi makan orang miskin,",lainnya,kamu saling ajak beri makan orang miskin
89,19,"dan kamu memakan harta pusaka dengan cara mencampur baurkan (yang halal dan yang bathil),",lainnya,kamu makan harta pusaka cara campur baur halal yang bathil
89,20,dan kamu mencintai harta benda dengan kecintaan yang berlebihan.,lainnya,kamu cinta harta benda cinta lebih
89,21,"Jangan (berbuat demikian). Apabila bumi digoncangkan berturut-turut,",kiamat,jangan buat apabila bumi digoncangkan turut turut
89,22,dan datanglah Tuhanmu; sedang malaikat berbaris-baris.,hisab,datang tuhan sedang malaikat bar baris
89,23,"Dan pada hari itu diperlihatkan neraka Jahannam; dan pada hari itu ingatlah manusia, akan tetapi tidak berguna lagi mengingat itu baginya.",hisab,pada hari lihat neraka jahannam pada hari ingat manusia tetapi guna ingat bagi
89,24,"Dia mengatakan: ""Alangkah baiknya kiranya aku dahulu mengerjakan (amal saleh) untuk hidupku ini"".",hisab,kata alangkah baik kira aku kerja amal saleh hidup
89,25,Maka pada hari itu tidak ada seorangpun yang menyiksa seperti siksa-Nya.,neraka,pada hari tidak orang siksa siksa nya
89,26,dan tiada seorangpun yang mengikat seperti ikatan-Nya.,neraka,tiada orang ikat ikat nya
89,27,Hai jiwa yang tenang.,lainnya,hai jiwa tenang
89,28,Kembalilah kepada Tuhanmu dengan hati yang puas lagi diridhai-Nya.,surga,kepada tuhan hati puas diridhai nya
89,29,"Maka masuklah ke dalam jama?ah hamba-hamba-Ku,",surga,masuk dalam jama ah hamba hamba ku
89,30,masuklah ke dalam surga-Ku.,surga,masuk dalam surga ku
90,1,"Aku benar-benar bersumpah dengan kota ini (Mekah),",lainnya,aku benar benar sumpah kota mekah
90,2,"dan kamu (Muhammad) bertempat di kota Mekah ini,",lainnya,kamu muhammad tempat kota mekah
90,3,dan demi bapak dan anaknya.,lainnya,demi bapak anak
90,4,Sesungguhnya Kami telah menciptakan manusia berada dalam susah payah.,lainnya,sungguh telah cipta manusia dalam susah payah
90,5,Apakah manusia itu menyangka bahwa sekali-kali tiada seorangpun yang berkuasa atasnya?,lainnya,manusia sangka sekali kali tiada orang kuasa atas
90,6,"Dan mengatakan: ""Aku telah menghabiskan harta yang banyak"".",lainnya,kata aku habis harta banyak
90,7,Apakah dia menyangka bahwa tiada seorangpun yang melihatnya?,lainnya,dia sangka tiada orang lihat
90,8,"Bukankah Kami telah memberikan kepadanya dua buah mata,",lainnya,bukankah telah beri dua buah mata
90,9,lidah dan dua buah bibir.,lainnya,lidah dua buah bibir
90,10,"Dan Kami telah menunjukkan kepadanya dua jalan,",lainnya,kami tunjuk dua jalan
90,11,Tetapi dia tiada menempuh jalan yang mendaki dan sukar.,lainnya,dia tiada tempuh jalan daki sukar
90,12,Tahukah kamu apakah jalan yang mendaki lagi sukar itu?,lainnya,tahu kamu jalan daki sukar
90,13,"(yaitu) melepaskan budak dari perbudakan,",lainnya,lepas budak budak
90,14,"atau memberi makan pada hari kelaparan,",lainnya,beri makan hari lapar
90,15,"(kepada) anak yatim yang ada hubungan kerabat,",lainnya,anak yatim ada hubung kerabat
90,16,atau kepada orang miskin yang sangat fakir.,lainnya,kepada orang miskin sangat fakir
90,17,Dan dia (tidak pula) termasuk orang-orang yang beriman dan saling berpesan untuk bersabar dan saling berpesan untuk berkasih sayang.,lainnya,dia pula masuk orang orang iman saling pesan sabar saling pesan kasih sayang
90,18,Mereka (orang-orang yang beriman dan saling berpesan itu) adalah golongan kanan.,hisab,orang orang iman saling pesan adalah golong kanan
90,19,"Dan orang-orang yang kafir kepada ayat-ayat Kami, mereka itu adalah golongan kiri.",hisab,orang orang kafir ayat ayat mereka adalah golong kiri
90,20,Mereka berada dalam neraka yang ditutup rapat.,neraka,ada neraka tutup rapat
91,1,"Demi matahari dan cahayanya di pagi hari,",lainnya,matahari cahaya pagi hari
91,2,"dan bulan apabila mengiringinya,",lainnya,bulan apabila iring
91,3,"dan siang apabila menampakkannya,",lainnya,siang apabila tampak
91,4,"dan malam apabila menutupinya,",lainnya,malam apabila tutup
91,5,"dan langit serta pembinaannya,",lainnya,langit bina
91,6,"dan bumi serta penghamparannya,",lainnya,bumi hampar
91,7,"dan jiwa serta penyempurnaannya (ciptaannya),",lainnya,jiwa sempurna cipta
91,8,maka Allah mengilhamkan kepada jiwa itu (jalan) kefasikan dan ketakwaannya.,lainnya,allah ilham jiwa jalan fasik takwa
91,9,"sesungguhnya beruntunglah orang yang mensucikan jiwa itu,",surga,sungguh untung orang suci jiwa
91,10,dan sesungguhnya merugilah orang yang mengotorinya.,neraka,sungguh rugi orang kotor
91,11,"(Kaum) Tsamud telah mendustakan (rasulnya) karena mereka melampaui batas,",lainnya,kaum tsamud dusta rasul mereka lampau batas
91,12,"ketika bangkit orang yang paling celaka di antara mereka,",kiamat,bangkit orang paling celaka antara
91,13,"lalu Rasul Allah (Saleh) berkata kepada mereka: (""Biarkanlah) unta betina dari Allah ini dengan minumannya"".",lainnya,lalu rasul allah saleh kata mereka biar unta betina allah dengan minum
91,14,"Lalu mereka mendustakannya dan menyembelih unta itu, maka Tuhan mereka membinasakan mereka disebabkan dosa mereka, lalu Allah menyama-ratakan mereka (dengan tanah),",kiamat,lalu dusta sembelih unta maka tuhan binasa sebab dosa lalu allah sama rata dengan tanah
91,15,dan Allah tidak takut terhadap akibat tindakan-Nya itu.,lainnya,allah takut hadap akibat tindak nya
92,1,"Demi malam apabila menutupi (cahaya siang),",lainnya,malam apabila tutup cahaya siang
92,2,"dan siang apabila terang benderang,",lainnya,siang apabila terang benderang
92,3,"dan penciptaan laki-laki dan perempuan,",lainnya,cipta laki laki perempuan
92,4,sesungguhnya usaha kamu memang berbeda-beda.,lainnya,sungguh usaha kamu memang beda beda
92,5,"Adapun orang yang memberikan (hartanya di jalan Allah) dan bertakwa,",lainnya,adapun orang beri harta jalan allah takwa
92,6,"dan membenarkan adanya pahala yang terbaik (surga),",surga,benar pahala baik surga
92,7,maka Kami kelak akan menyiapkan baginya jalan yang mudah.,surga,kami kelak siap jalan mudah
92,8,"Dan adapun orang-orang yang bakhil dan merasa dirinya cukup,",lainnya,adapun orang orang bakhil rasa diri cukup
92,9,"serta mendustakan pahala terbaik,",lainnya,dusta pahala baik
92,10,maka kelak Kami akan menyiapkan baginya (jalan) yang sukar.,neraka,kelak akan siap jalan sukar
92,11,Dan hartanya tidak bermanfaat baginya apabila ia telah binasa.,lainnya,harta manfaat apabila telah binasa
92,12,"Sesungguhnya kewajiban Kamilah memberi petunjuk,",lainnya,sungguh wajib beri tunjuk
92,13,dan sesungguhnya kepunyaan Kamilah akhirat dan dunia.,lainnya,sungguh punya akhirat dunia
92,14,"Maka, kami memperingatkan kamu dengan neraka yang menyala-nyala.",neraka,kami ingat kamu neraka nyala nyala
92,15,"Tidak ada yang masuk ke dalamnya kecuali orang yang paling celaka,",neraka,ada masuk dalam orang paling celaka
92,16,yang mendustakan (kebenaran) dan berpaling (dari iman).,lainnya,dusta benar paling iman
92,17,"Dan kelak akan dijauhkan orang yang paling takwa dari neraka itu,",surga,kelak jauh orang paling takwa neraka
92,18,"yang menafkahkan hartanya (di jalan Allah) untuk membersihkannya,",lainnya,nafkah harta jalan allah bersih
92,19,"padahal tidak ada seseorangpun memberikan suatu nikmat kepadanya yang harus dibalasnya,",lainnya,padahal ada orang beri suatu nikmat yang balas
92,20,tetapi (dia memberikan itu semata-mata) karena mencari keridhaan Tuhannya yang Maha Tinggi.,lainnya,dia beri semata mata cari keridhaan tuhan maha tinggi
92,21,Dan kelak dia benar-benar mendapat kepuasan.,surga,kelak benar benar puas
93,1,Demi waktu waktu duha (ketika matahari naik sepenggalah),lainnya,waktu waktu duha matahari naik pengga
93,2,"dan demi malam apabila telah sunyi (gelap),",lainnya,demi malam apabila sunyi gelap
93,3,Tuhanmu tiada meninggalkan kamu dan tiada (pula) benci kepadamu.,lainnya,tuhan tiada tinggal kamu tiada benci
93,4,Dan sesungguhnya hari kemudian itu lebih baik bagimu daripada yang sekarang (permulaan).,surga,sungguh hari kemudian lebih baik daripada sekarang mula
93,5,"Dan kelak Tuhanmu pasti memberikan karunia-Nya kepadamu , lalu (hati) kamu menjadi puas.",surga,kelak tuhan beri karunia nya lalu hati kamu jadi puas
93,6,"Bukankah Dia mendapatimu sebagai seorang yatim, lalu Dia melindungimu?",lainnya,bukankah dapat bagai orang yatim lalu lindung
93,7,"Dan Dia mendapatimu sebagai seorang yang bingung, lalu Dia memberikan petunjuk.",lainnya,bagai orang bingung lalu dia beri tunjuk
93,8,"Dan Dia mendapatimu sebagai seorang yang kekurangan, lalu Dia memberikan kecukupan.",lainnya,bagai orang kurang lalu dia beri cukup
93,9,"Sebab itu, terhadap anak yatim janganlah kamu berlaku sewenang-wenang.",lainnya,itu hadap anak yatim jangan kamu laku wenang wenang
93,10,"Dan terhadap orang yang minta-minta, janganlah kamu menghardiknya.",lainnya,hadap orang minta minta jangan kamu hardik
93,11,"Dan terhadap nikmat Tuhanmu, maka hendaklah kamu nyatakan (dengan bersyukur)",lainnya,hadap nikmat tuhan hendak kamu nyata syukur
94,1,Bukankah Kami telah melapangkan dadamu (Muhammad)?,lainnya,bukankah telah lapang dada muhammad
94,2,"dan Kami telah menghilangkan daripadamu bebanmu,",lainnya,kami hilang beban
94,3,yang memberatkan punggungmu?,lainnya,berat punggung
94,4,"Dan Kami tinggikan bagimu sebutan (nama)mu,",lainnya,kami tinggi sebut nama mu
94,5,"Karena sesungguhnya sesudah kesulitan itu ada kemudahan,",lainnya,sungguh sulit ada mudah
94,6,sesungguhnya sesudah kesulitan itu ada kemudahan.,lainnya,sungguh sulit ada mudah
94,7,"Maka apabila kamu telah selesai (dari sesuatu urusan), kerjakanlah dengan sungguh-sungguh (urusan) yang lain,",lainnya,apabila kamu selesai sesuatu urus kerja sungguh sungguh urus lain
94,8,dan hanya kepada Tuhanmulah hendaknya kamu berharap.,lainnya,hanya tuhan hendak kamu harap
95,1,"Demi (buah) Tin dan (buah) Zaitun,",surga,buah tin buah zaitun
95,2,"dan demi bukit Sinai,",surga,demi bukit sai
95,3,"dan demi kota (Mekah) ini yang aman,",lainnya,demi kota mekah yang aman
95,4,sesungguhnya Kami telah menciptakan manusia dalam bentuk yang sebaik-baiknya.,lainnya,sungguh telah cipta manusia bentuk baik baik
95,5,"Kemudian Kami kembalikan dia ke tempat yang serendah-rendahnya (neraka),",neraka,kemudian kembali ke tempat serendah rendah neraka
95,6,kecuali orang-orang yang beriman dan mengerjakan amal saleh; maka bagi mereka pahala yang tiada putus-putusnya.,lainnya,orang orang iman kerja amal saleh bagi pahala tiada putus putus
95,7,Maka apakah yang menyebabkan kamu mendustakan (hari) pembalasan sesudah (adanya keterangan-keterangan) itu?,kiamat,apakah sebab kamu dusta hari balas ada terang terang
95,8,Bukankah Allah Hakim yang seadil-adilnya?,lainnya,bukankah allah hakim adil adil
96,1,"Bacalah dengan (menyebut) nama Tuhanmu Yang menciptakan,",lainnya,baca sebut nama tuhan cipta
96,2,Dia telah menciptakan manusia dari segumpal darah.,lainnya,telah cipta manusia gumpal darah
96,3,"Bacalah, dan Tuhanmulah yang Mahamulia",lainnya,baca tuhan mahamulia
96,4,"Yang mengajar (manusia) dengan perantaran kalam,",lainnya,ajar manusia antar kalam
96,5,Dia mengajar kepada manusia apa yang tidak diketahuinya.,lainnya,ajar manusia apa tidak tahu
96,6,"Ketahuilah! Sesungguhnya manusia benar-benar melampaui batas,",lainnya,tahu sungguh manusia benar benar lampau batas
96,7,karena dia melihat dirinya serba cukup.,lainnya,dia lihat diri serba cukup
96,8,Sesungguhnya hanya kepada Tuhanmulah kembali(mu).,kiamat,sungguh kepada tuhan mu
96,9,"Bagaimana pendapatmu tentang orang yang melarang,",lainnya,bagaimana tentang orang larang
96,10,"seorang hamba ketika mengerjakan shalat,",lainnya,orang hamba kerja shalat
96,11,"bagaimana pendapatmu jika orang yang melarang itu berada di atas kebenaran,",lainnya,bagaimana jika orang larang ada atas benar
96,12,atau dia menyuruh bertakwa (kepada Allah)?,lainnya,dia suruh takwa allah
96,13,Bagaimana pendapatmu jika orang yang melarang itu mendustakan dan berpaling?,lainnya,bagaimana jika orang larang dusta paling
96,14,Tidaklah dia mengetahui bahwa sesungguhnya Allah melihat segala perbuatannya?,lainnya,dia tahu sungguh allah lihat segala buat
96,15,"Ketahuilah, sungguh jika dia tidak berhenti (berbuat demikian) niscaya Kami tarik ubun-ubunnya (ke dalam neraka)",neraka,tahu sungguh dia henti buat niscaya tarik ubun ubunnya dalam neraka
96,16,(yaitu) ubun-ubun orang yang mendustakan lagi durhaka.,lainnya,ubun ubun orang dusta durhaka
96,17,"Maka biarlah dia memanggil golongannya (untuk menolongnya),",lainnya,biar panggil golong tolong
96,18,"kelak Kami akan memanggil malaikat Zabaniyah,",lainnya,kelak akan panggil malaikat zabaniyah
96,19,"sekali-kali jangan, janganlah kamu patuh kepadanya; dan sujudlah dan dekatkanlah (dirimu kepada Tuhan).",lainnya,sekali kali jangan jangan kamu patuh sujud dan dekat diri tuhan
97,1,Sesungguhnya Kami telah menurunkannya (Al Quran) pada malam kemuliaan.,lainnya,sungguh telah turun al quran malam mulia
97,2,Dan tahukah kamu apakah malam kemuliaan itu?,lainnya,tahu kamu malam mulia
97,3,Malam kemuliaan itu lebih baik dari seribu bulan.,lainnya,malam mulia lebih baik ribu bulan
97,4,Pada malam itu turun malaikat-malaikat dan malaikat Jibril dengan izin Tuhannya untuk mengatur segala urusan.,lainnya,malam turun malaikat malaikat malaikat jibril izin tuhan atur segala urus
97,5,Malam itu (penuh) kesejahteraan sampai terbit fajar.,lainnya,malam penuh sejahtera terbit fajar
98,1,"Orang-orang kafir yakni ahli Kitab dan orang-orang musyrik (mengatakan bahwa mereka) tidak akan meninggalkan (agamanya) sebelum datang kepada mereka bukti yang nyata,",lainnya,orang orang kafir ahli kitab orang orang musyrik kata mereka akan tinggal agama datang mereka bukti nyata
98,2,"(yaitu) seorang Rasul dari Allah (Muhammad) yang membacakan lembaran-lembaran yang disucikan (Al Quran),",lainnya,orang rasul allah muhammad baca lembar lembar suci al quran
98,3,di dalamnya terdapat (isi) Kitab-kitab yang lurus.,lainnya,dalam isi kitab kitab lurus
98,4,Dan tidaklah berpecah belah orang-orang yang didatangkan Al Kitab (kepada mereka) melainkan sesudah datang kepada mereka bukti yang nyata.,lainnya,tidak pecah belah orang orang datang al kitab mereka sudah datang mereka bukti nyata
98,5,"Padahal mereka tidak disuruh kecuali supaya menyembah Allah dengan memurnikan ketaatan kepada-Nya dalam (menjalankan) agama yang lurus, dan supaya mereka mendirikan shalat dan menunaikan zakat; dan yang demikian itulah agama yang lurus.",lainnya,padahal tidak suruh supaya sembah allah murni taat nya jalan agama lurus supaya diri shalat tunai zakat itu agama yang lurus
98,6,Sesungguhnya orang-orang yang kafir yakni ahli Kitab dan orang-orang yang musyrik (akan masuk) ke neraka Jahannam; mereka kekal di dalamnya. Mereka itu adalah seburuk-buruk makhluk.,neraka,sungguh orang orang kafir ahli kitab orang orang musyrik masuk neraka jahannam kekal dalam itu buruk buruk makhluk
98,7,"Sesungguhnya orang-orang yang beriman dan mengerjakan amal saleh, mereka itu adalah sebaik-baik makhluk.",lainnya,sungguh orang orang iman kerja amal saleh itu baik baik makhluk
98,8,Balasan mereka di sisi Tuhan mereka ialah surga ?Adn yang mengalir di bawahnya sungai-sungai; mereka kekal di dalamnya selama-lamanya. Allah ridha terhadap mereka dan merekapun ridha kepada-Nya. Yang demikian itu adalah (balasan) bagi orang yang takut kepada Tuhannya.,surga,balas sisi tuhan ialah surga adn alir bawah sungai sungai kekal di dalam lama lama allah ridha hadap dan ridha nya demikian adalah balas orang takut tuhan
99,1,"Apabila bumi digoncangkan dengan goncangan (yang dahsyat),",kiamat,apabila bumi digoncangkan goncangan dahsyat
99,2,"dan bumi telah mengeluarkan beban-beban berat (yang dikandung)nya,",kiamat,bumi keluar beban beban berat kandung nya
